leaf_id,parent_id,priority,rank,wave,kind,modules,title,status,primary_bytes,primary_packet,depends_on
FIX-PF-03.01,FIX-PF-03,P1,1,20,implementation,task-pipeline,Completion gate enforcement,planned,5192,audit://external-v3/leaves/FIX-PF-03.01.md,"FIX-PF-02.01,FIX-PF-02.02"
FIX-UX-05.02,FIX-UX-05,P1,1,20,implementation,super-ux,Observable copy corpus,planned,6263,audit://external-v3/leaves/FIX-UX-05.02.md,FIX-UX-05.01
XD-06.01,XD-06,P2,1,20,implementation,sheleg-design,Заменить неоткалиброванные оси примерами композиции,planned,4702,audit://external-v3/leaves/XD-06.01.md,XD-01.01
FIX-AS-08.02,FIX-AS-08,P2,2,20,implementation,agent-stack,Paired and clustered comparison,planned,5772,audit://external-v3/leaves/FIX-AS-08.02.md,
ADOPT-M-05.01,ADOPT-M-05,P2,1,21,implementation,make-skill,Добавить контрпримеры кeval contract,planned,5146,audit://external-v3/leaves/ADOPT-M-05.01.md,"ADOPT-M-02.01,FIX-AS-08.01,FIX-AS-08.02"
FIX-EV-01.16,FIX-EV-01,P1,1,21,verification,sheleg-dev,Outcome corpus: ad-tracking,planned,5397,audit://external-v3/leaves/FIX-EV-01.16.md,FIX-EV-01.01
FIX-PF-03.02,FIX-PF-03,P1,1,21,implementation,task-pipeline,Explicit exception disposition,planned,6655,audit://external-v3/leaves/FIX-PF-03.02.md,"FIX-PF-03.01,FIX-PF-02.01,FIX-PF-02.02"
FIX-UX-10.01,FIX-UX-10,P1,1,21,implementation,super-ux,Loading из существующей задержки превращён в инсценировку вычисления,planned,8946,audit://external-v3/leaves/FIX-UX-10.01.md,
FIX-AS-10.01,FIX-AS-10,P2,2,21,implementation,agent-stack,Повтор проверки старого ответа назван проверкой изменения решения модели,planned,6011,audit://external-v3/leaves/FIX-AS-10.01.md,
FIX-DS-02.01,FIX-DS-02,P2,2,21,implementation,sheleg-design,Опрос о значении craft превращён в нормативный порядок разработки,planned,5851,audit://external-v3/leaves/FIX-DS-02.01.md,
FIX-EV-01.17,FIX-EV-01,P1,1,22,verification,sheleg-dev,Outcome corpus: crypto-payments,planned,5468,audit://external-v3/leaves/FIX-EV-01.17.md,FIX-EV-01.01
FIX-PF-04.01,FIX-PF-04,P1,1,22,implementation,task-pipeline,Dependency satisfaction predicate,planned,7819,audit://external-v3/leaves/FIX-PF-04.01.md,"FIX-PF-02.01,FIX-PF-02.02"
FIX-UX-11.01,FIX-UX-11,P1,1,22,implementation,super-ux,Figma fallback и provisional flow не доходят до разрешённого build state,planned,7567,audit://external-v3/leaves/FIX-UX-11.01.md,"CTX-03.01,CTX-03.02,CTX-03.03"
FIX-AS-12.01,FIX-AS-12,P2,2,22,implementation,agent-stack,MCP shipping example не закрепляет SDK и использует прежний FastMCP constructor,planned,5199,audit://external-v3/leaves/FIX-AS-12.01.md,
FIX-DS-03.01,FIX-DS-03,P2,2,22,implementation,sheleg-design,Производительность CSS/API описана абсолютами вместо проверяемых условий,planned,5723,audit://external-v3/leaves/FIX-DS-03.01.md,
FIX-EV-01.18,FIX-EV-01,P1,1,23,verification,sheleg-dev,Outcome corpus: error-tracking,planned,5408,audit://external-v3/leaves/FIX-EV-01.18.md,FIX-EV-01.01
FIX-PF-04.02,FIX-PF-04,P1,1,23,implementation,Fabric,Fabric edge semantics,planned,4977,audit://external-v3/leaves/FIX-PF-04.02.md,"FIX-PF-04.01,FIX-PF-02.01,FIX-PF-02.02"
FIX-PF-05.01,FIX-PF-05,P2,1,23,implementation,task-pipeline,Immutable packet compilation,planned,7333,audit://external-v3/leaves/FIX-PF-05.01.md,"FIX-PF-02.01,FIX-PF-02.02,CTX-02.01,CTX-02.02,CTX-02.03,CTX-02.04"
FIX-UX-12.01,FIX-UX-12,P1,1,23,implementation,super-ux,Статический PASS может повысить сценарий до implemented без проверки наблюдаемого результата,planned,6335,audit://external-v3/leaves/FIX-UX-12.01.md,"CTX-03.01,CTX-03.02,CTX-03.03"
FIX-AS-13.01,FIX-AS-13,P2,2,23,implementation,agent-stack,Признак long-running task ошибочно маршрутизирует в A2A вопреки MCP Tasks,planned,6915,audit://external-v3/leaves/FIX-AS-13.01.md,
FIX-DS-04.01,FIX-DS-04,P2,2,23,implementation,sheleg-design,"Duration table допускает 500ms, общий UI gate запрещает >300ms",planned,5491,audit://external-v3/leaves/FIX-DS-04.01.md,
FIX-EV-01.19,FIX-EV-01,P1,1,24,verification,sheleg-dev,Outcome corpus: frontend-performance,planned,5356,audit://external-v3/leaves/FIX-EV-01.19.md,FIX-EV-01.01
FIX-PF-05.02,FIX-PF-05,P2,1,24,implementation,Fabric,Fabric context materialization,planned,6392,audit://external-v3/leaves/FIX-PF-05.02.md,"FIX-PF-05.01,FIX-PF-02.01,FIX-PF-02.02,CTX-02.01,CTX-02.02,CTX-02.03,CTX-02.04"
FIX-TP-01.01,FIX-TP-01,P1,1,24,implementation,task-pipeline,Intake из имеющегося контекста,planned,7148,audit://external-v3/leaves/FIX-TP-01.01.md,
FIX-UX-15.01,FIX-UX-15,P1,1,24,implementation,super-ux,Separate applicability dimensions,planned,6662,audit://external-v3/leaves/FIX-UX-15.01.md,
FIX-AS-14.01,FIX-AS-14,P2,2,24,implementation,agent-stack,Отсутствие evals ошибочно делает весь аудит unfalsifiable,planned,6642,audit://external-v3/leaves/FIX-AS-14.01.md,
FIX-DS-05.01,FIX-DS-05,P2,2,24,implementation,sheleg-design,"No-JS критерий применяется ко всем поверхностям, включая внутренние UI",planned,5553,audit://external-v3/leaves/FIX-DS-05.01.md,
FIX-EV-01.20,FIX-EV-01,P1,1,25,verification,sheleg-dev,Outcome corpus: google-auth,planned,6058,audit://external-v3/leaves/FIX-EV-01.20.md,FIX-EV-01.01
FIX-PF-05.03,FIX-PF-05,P2,1,25,implementation,task-pipeline,Packet result metadata,planned,6681,audit://external-v3/leaves/FIX-PF-05.03.md,"FIX-PF-05.02,FIX-PF-02.01,FIX-PF-02.02,CTX-02.01,CTX-02.02,CTX-02.03,CTX-02.04"
FIX-PF-08.01,FIX-PF-08,P1,1,25,implementation,Fabric,All-prerequisite fan-in,planned,6483,audit://external-v3/leaves/FIX-PF-08.01.md,"FIX-PF-04.01,FIX-PF-04.02,FIX-PF-07.01,FIX-PF-07.02"
FIX-UX-15.02,FIX-UX-15,P1,1,25,implementation,super-ux,Technical scenario predicates,planned,6702,audit://external-v3/leaves/FIX-UX-15.02.md,
FIX-DS-06.01,FIX-DS-06,P2,2,25,verification,sheleg-design,Visual composition eval: quiet dashboard,planned,5355,audit://external-v3/leaves/FIX-DS-06.01.md,
FIX-EV-01.21,FIX-EV-01,P1,1,26,verification,sheleg-dev,Outcome corpus: google-signin,planned,5763,audit://external-v3/leaves/FIX-EV-01.21.md,FIX-EV-01.01
FIX-PF-06.03,FIX-PF-06,P2,1,26,decision,Fabric,Append-only persistence contract,planned,5728,audit://external-v3/leaves/FIX-PF-06.03.md,"FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-04.01,FIX-PF-04.02,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-03.01,FIX-PF-03.02"
FIX-TP-01.02,FIX-TP-01,P1,1,26,implementation,task-pipeline,Наследование модели,planned,7043,audit://external-v3/leaves/FIX-TP-01.02.md,
FIX-VD-01.02,FIX-VD-01,P1,1,26,implementation,"super-ux,sheleg-design",Provisional pack path,planned,7801,audit://external-v3/leaves/FIX-VD-01.02.md,FIX-VD-01.01
FIX-EV-01.22,FIX-EV-01,P1,1,27,verification,sheleg-dev,Outcome corpus: stripe-billing,planned,6156,audit://external-v3/leaves/FIX-EV-01.22.md,FIX-EV-01.01
FIX-PF-06.01,FIX-PF-06,P2,1,27,implementation,"task-pipeline,Fabric",Adapter import mapping,planned,7028,audit://external-v3/leaves/FIX-PF-06.01.md,"FIX-PF-06.03,FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-04.01,FIX-PF-04.02,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-03.01,FIX-PF-03.02"
FIX-VD-06.01,FIX-VD-06,P2,1,27,implementation,sheleg-design,Dials дают числовой ритуал без воспроизводимой визуальной калибровки двух осей,planned,8683,audit://external-v3/leaves/FIX-VD-06.01.md,"FIX-VD-01.01,FIX-VD-01.02"
XD-09.01,XD-09,P2,1,27,implementation,super-ux,Добавить матрицу давления на состояния,planned,4491,audit://external-v3/leaves/XD-09.01.md,
FIX-PF-06.02,FIX-PF-06,P2,1,28,implementation,Fabric,Single-authority dispatch integration,planned,6643,audit://external-v3/leaves/FIX-PF-06.02.md,"FIX-PF-06.01,FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-04.01,FIX-PF-04.02,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-03.01,FIX-PF-03.02"
FIX-TP-02.01,FIX-TP-02,P1,1,28,implementation,task-pipeline,Заявленная независимость от companions противоречит обязательному super-ux и оценке «undesigned»,planned,14923,audit://external-v3/leaves/FIX-TP-02.01.md,
XD-10.01,XD-10,P2,1,28,implementation,super-ux,Связать stress matrix с существующим UX contract,planned,5664,audit://external-v3/leaves/XD-10.01.md,XD-09.01
FIX-DS-06.02,FIX-DS-06,P2,2,28,verification,sheleg-design,Visual composition eval: consumer chat,planned,4027,audit://external-v3/leaves/FIX-DS-06.02.md,
FIX-DV-06.01,FIX-DV-06,P2,2,28,implementation,sheleg-dev,Typed amounts,planned,6247,audit://external-v3/leaves/FIX-DV-06.01.md,
FIX-PF-08.02,FIX-PF-08,P1,1,29,implementation,Fabric,Namespaced input merge,planned,5643,audit://external-v3/leaves/FIX-PF-08.02.md,"FIX-PF-08.01,FIX-PF-04.01,FIX-PF-04.02,FIX-PF-07.01,FIX-PF-07.02"
FIX-TP-04.01,FIX-TP-04,P1,1,29,implementation,task-pipeline,Неиспользованное правило автоматически считается ненужным,planned,5835,audit://external-v3/leaves/FIX-TP-04.01.md,
XD-11.01,XD-11,P2,1,29,implementation,super-ux,Усилить copy state contract без нового copy workflow,planned,5130,audit://external-v3/leaves/XD-11.01.md,
FIX-DS-06.03,FIX-DS-06,P2,2,29,verification,sheleg-design,Visual composition eval: mobile sheet,planned,4025,audit://external-v3/leaves/FIX-DS-06.03.md,
FIX-DV-06.02,FIX-DV-06,P2,2,29,implementation,sheleg-dev,Explicit excess policy,planned,5356,audit://external-v3/leaves/FIX-DV-06.02.md,FIX-DV-06.01
FIX-PF-09.01,FIX-PF-09,P1,1,30,implementation,Fabric,Authenticated publication,planned,6029,audit://external-v3/leaves/FIX-PF-09.01.md,"FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03"
PXS-05.01,PXS-05,P2,1,30,implementation,task-pipeline,Связать browser claims с состояниями и артефактами,planned,6600,audit://external-v3/leaves/PXS-05.01.md,PXS-01.01
XD-12.01,XD-12,P2,1,30,implementation,super-ux,Зафиксировать component reuse и роль токена до kit migration,planned,5597,audit://external-v3/leaves/XD-12.01.md,
FIX-DS-06.04,FIX-DS-06,P2,2,30,verification,sheleg-design,Visual composition eval: long-form landing,planned,4035,audit://external-v3/leaves/FIX-DS-06.04.md,
FIX-DV-13.01,FIX-DV-13,P2,2,30,implementation,sheleg-dev,Scope consent claims,planned,6053,audit://external-v3/leaves/FIX-DV-13.01.md,
FIX-PF-09.02,FIX-PF-09,P1,1,31,implementation,Fabric,Immutable outputs and resource scope,planned,6164,audit://external-v3/leaves/FIX-PF-09.02.md,"FIX-PF-09.01,FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03"
FIX-DS-06.05,FIX-DS-06,P2,2,31,verification,sheleg-design,Visual composition eval: large-text accessibility,planned,4049,audit://external-v3/leaves/FIX-DS-06.05.md,
FIX-DV-13.02,FIX-DV-13,P2,2,31,implementation,sheleg-dev,Mode-specific examples,planned,5121,audit://external-v3/leaves/FIX-DV-13.02.md,FIX-DV-13.01
FIX-ED-01.01,FIX-ED-01,P2,2,31,implementation,task-pipeline,Single-skill dependency closure,planned,6132,audit://external-v3/leaves/FIX-ED-01.01.md,
FIX-UP-06.01,FIX-UP-06,P2,2,31,implementation,super-ux,Typed installer result,planned,4814,audit://external-v3/leaves/FIX-UP-06.01.md,
FIX-DV-16.01,FIX-DV-16,P2,2,32,implementation,"sheleg-dev,telegram-dev",Typed health states,planned,8246,audit://external-v3/leaves/FIX-DV-16.01.md,
FIX-ED-01.02,FIX-ED-01,P2,2,32,implementation,make-skill,Closure validation,planned,9129,audit://external-v3/leaves/FIX-ED-01.02.md,FIX-ED-01.01
FIX-PA-03.01,FIX-PA-03,P2,2,32,implementation,task-pipeline,Опциональная HTML-страница обязательна в критерии выхода,planned,5448,audit://external-v3/leaves/FIX-PA-03.01.md,
FIX-UP-06.02,FIX-UP-06,P2,2,32,implementation,super-ux,Selection aggregation,planned,4982,audit://external-v3/leaves/FIX-UP-06.02.md,FIX-UP-06.01
FIX-UP-07.02,FIX-UP-07,P2,2,32,implementation,"sshlg-skills,sheleg-design",Native lifecycle capability,planned,6844,audit://external-v3/leaves/FIX-UP-07.02.md,FIX-UP-07.01
FIX-DV-16.02,FIX-DV-16,P2,2,33,implementation,"sheleg-dev,telegram-dev",Cross-pack recovery agreement,planned,8389,audit://external-v3/leaves/FIX-DV-16.02.md,FIX-DV-16.01
FIX-TP-03.01,FIX-TP-03,P2,2,33,implementation,task-pipeline,Kernel и profile contract,planned,6110,audit://external-v3/leaves/FIX-TP-03.01.md,
FIX-UP-07.03,FIX-UP-07,P2,2,33,implementation,sshlg-skills,Shared resolver consumer contract,planned,4613,audit://external-v3/leaves/FIX-UP-07.03.md,FIX-UP-07.02
FIX-UX-04.01,FIX-UX-04,P2,2,33,implementation,super-ux,У одного скилла два несовместимых правила владения strings.md,planned,5725,audit://external-v3/leaves/FIX-UX-04.01.md,
FIX-UP-04.01,FIX-UP-04,P1,0,34,implementation,sshlg-skills,Verified replacement gate,planned,6588,audit://external-v3/leaves/FIX-UP-04.01.md,"FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-PF-10.01,FIX-PF-10,P2,1,34,implementation,Fabric,Codex capability adapter,planned,7576,audit://external-v3/leaves/FIX-PF-10.01.md,"FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-06.01,FIX-PF-06.02,FIX-PF-06.03,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-DV-17.01,FIX-DV-17,P2,2,34,implementation,sheleg-dev,FCP ошибочно объявлен неизмеримым в поле,planned,5216,audit://external-v3/leaves/FIX-DV-17.01.md,
FIX-SY-06.01,FIX-SY-06,P2,2,34,implementation,agent-sync,Capability fields,planned,5405,audit://external-v3/leaves/FIX-SY-06.01.md,"FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-TP-03.02,FIX-TP-03,P2,2,34,implementation,task-pipeline,Profile-only gate dispatch,planned,6253,audit://external-v3/leaves/FIX-TP-03.02.md,FIX-TP-03.01
FIX-UX-06.01,FIX-UX-06,P2,2,34,implementation,super-ux,Новый проект Codex получает правило в CLAUDE.md,planned,6604,audit://external-v3/leaves/FIX-UX-06.01.md,
FIX-UP-04.02,FIX-UP-04,P1,0,35,implementation,sshlg-skills,Recoverable migration,planned,5733,audit://external-v3/leaves/FIX-UP-04.02.md,"FIX-UP-04.01,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-PF-10.02,FIX-PF-10,P2,1,35,implementation,Fabric,Real two-session handoff,planned,6355,audit://external-v3/leaves/FIX-PF-10.02.md,"FIX-PF-10.01,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-06.01,FIX-PF-06.02,FIX-PF-06.03,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-DV-18.01,FIX-DV-18,P2,2,35,implementation,sheleg-dev,Оптимизационные эвристики превращены в запреты без измерений и поддерживаемых сценариев,planned,5789,audit://external-v3/leaves/FIX-DV-18.01.md,
FIX-SY-06.02,FIX-SY-06,P2,2,35,implementation,agent-sync,Generated capability docs,planned,7975,audit://external-v3/leaves/FIX-SY-06.02.md,"FIX-SY-06.01,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-UX-07.01,FIX-UX-07,P2,2,35,implementation,super-ux,Locale-independent IDs,planned,5569,audit://external-v3/leaves/FIX-UX-07.01.md,
FIX-DV-19.01,FIX-DV-19,P2,2,36,verification,sheleg-dev,Artifact eval: stripe-billing,planned,6069,audit://external-v3/leaves/FIX-DV-19.01.md,
FIX-RT-03.01,FIX-RT-03,P2,2,36,implementation,sshlg-skills,Toolkit объявляет доступность машины по инвентарю только Claude Code,planned,6578,audit://external-v3/leaves/FIX-RT-03.01.md,"FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-SY-08.01,FIX-SY-08,P2,2,36,implementation,agent-sync,Поиск task-pipeline не учитывает native Codex plugin cache,planned,6636,audit://external-v3/leaves/FIX-SY-08.01.md,"FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-UX-07.02,FIX-UX-07,P2,2,36,implementation,super-ux,ID-aware linter,planned,5267,audit://external-v3/leaves/FIX-UX-07.02.md,FIX-UX-07.01
FIX-DV-19.02,FIX-DV-19,P2,2,37,verification,sheleg-dev,Artifact eval: crypto-payments,planned,5379,audit://external-v3/leaves/FIX-DV-19.02.md,
FIX-UP-08.01,FIX-UP-08,P2,2,37,implementation,sshlg-skills,HostContext root precedence,planned,6658,audit://external-v3/leaves/FIX-UP-08.01.md,"FIX-UP-03.01,FIX-UP-03.02,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-UX-08.01,FIX-UX-08,P2,2,37,implementation,super-ux,Approval оператора может стереть происхождение предположения,planned,7065,audit://external-v3/leaves/FIX-UX-08.01.md,
FIX-DV-19.03,FIX-DV-19,P2,2,38,verification,sheleg-dev,Artifact eval: google-auth,planned,5977,audit://external-v3/leaves/FIX-DV-19.03.md,
FIX-UP-08.02,FIX-UP-08,P2,2,38,implementation,"task-pipeline,super-ux,sheleg-design",Member installer root adapters,planned,8906,audit://external-v3/leaves/FIX-UP-08.02.md,"FIX-UP-08.01,FIX-UP-03.01,FIX-UP-03.02,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-DV-19.04,FIX-DV-19,P2,2,39,verification,sheleg-dev,Artifact eval: google-signin,planned,5678,audit://external-v3/leaves/FIX-DV-19.04.md,
FIX-UP-08.03,FIX-UP-08,P2,2,39,implementation,sshlg-skills,Platform scope fixtures,planned,5625,audit://external-v3/leaves/FIX-UP-08.03.md,"FIX-UP-08.02,FIX-UP-03.01,FIX-UP-03.02,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03"
FIX-UX-09.01,FIX-UX-09,P2,2,39,implementation,super-ux,Воронки конкурентов из proxy превращаются в «proven base»,planned,6034,audit://external-v3/leaves/FIX-UX-09.01.md,
FIX-DV-19.05,FIX-DV-19,P2,2,40,verification,sheleg-dev,Artifact eval: ad-tracking,planned,5316,audit://external-v3/leaves/FIX-DV-19.05.md,
FIX-UX-13.01,FIX-UX-13,P2,2,40,implementation,super-ux,Общий precondition требует scenarios даже независимому copy/benchmark scope,planned,5523,audit://external-v3/leaves/FIX-UX-13.01.md,
FIX-DV-19.06,FIX-DV-19,P2,2,41,verification,sheleg-dev,Artifact eval: error-tracking,planned,5321,audit://external-v3/leaves/FIX-DV-19.06.md,
FIX-UX-14.01,FIX-UX-14,P2,2,41,implementation,super-ux,BP-212 ошибочно объявляет локальное тестирование оплаты невозможным,planned,7321,audit://external-v3/leaves/FIX-UX-14.01.md,
FIX-DV-19.07,FIX-DV-19,P2,2,42,verification,sheleg-dev,Artifact eval: frontend-performance,planned,5257,audit://external-v3/leaves/FIX-DV-19.07.md,
FIX-DV-20.01,FIX-DV-20,P2,2,43,implementation,sheleg-dev,Ошибка окружения классифицируется как доказанный пропуск валидатора,planned,5124,audit://external-v3/leaves/FIX-DV-20.01.md,
CTX-04.01,CTX-04,P1,3,44,decision,sshlg-skills,Support matrix decision,planned,4304,audit://external-v3/leaves/CTX-04.01.md,"FIX-RT-01.01,FIX-RT-01.02,FIX-RT-02.01,FIX-RT-02.02,FIX-RT-03.01,FIX-RT-04.01,FIX-MS-01.01,FIX-MS-01.02,FIX-MS-02.01,FIX-MS-02.02,FIX-MS-03.01,FIX-MS-04.01,FIX-TP-01.01,FIX-TP-01.02,FIX-TP-02.01,FIX-TP-03.01,FIX-TP-03.02,FIX-TP-04.01,FIX-PA-01.01,FIX-PA-02.01,FIX-PA-03.01,FIX-ED-01.01,FIX-ED-01.02,FIX-SE-01.01,FIX-SE-02.01,FIX-SE-03.01,FIX-SE-04.01,FIX-EV-01.01,FIX-EV-01.02,FIX-EV-01.03,FIX-EV-01.04,FIX-EV-01.05,FIX-EV-01.06,FIX-EV-01.07,FIX-EV-01.08,FIX-EV-01.09,FIX-EV-01.10,FIX-EV-01.11,FIX-EV-01.12,FIX-EV-01.13,FIX-EV-01.14,FIX-EV-01.15,FIX-EV-01.16,FIX-EV-01.17,FIX-EV-01.18,FIX-EV-01.19,FIX-EV-01.20,FIX-EV-01.21,FIX-EV-01.22,FIX-EV-01.23,FIX-EV-01.24,FIX-EV-01.25,FIX-EV-01.26,FIX-EV-01.27,FIX-EV-01.28,FIX-EV-01.29,FIX-UB-01.01,FIX-UX-01.01,FIX-UX-01.02,FIX-UX-02.01,FIX-UX-03.01,FIX-UX-03.02,FIX-UX-04.01,FIX-UX-05.01,FIX-UX-05.02,FIX-UX-06.01,FIX-UX-07.01,FIX-UX-07.02,FIX-UX-08.01,FIX-UX-09.01,FIX-UX-10.01,FIX-UX-11.01,FIX-UX-12.01,FIX-UX-13.01,FIX-DS-01.01,FIX-DS-01.02,FIX-DS-02.01,FIX-DS-03.01,FIX-DS-04.01,FIX-DS-05.01,FIX-DS-06.01,FIX-DS-06.02,FIX-DS-06.03,FIX-DS-06.04,FIX-DS-06.05,FIX-UX-14.01,FIX-UX-15.01,FIX-UX-15.02,FIX-DV-01.01,FIX-DV-01.02,FIX-DV-02.01,FIX-DV-02.02,FIX-DV-03.01,FIX-DV-03.02,FIX-DV-04.01,FIX-DV-05.01,FIX-DV-05.02,FIX-DV-06.01,FIX-DV-06.02,FIX-DV-07.01,FIX-DV-07.02,FIX-DV-08.01,FIX-DV-09.01,FIX-DV-09.02,FIX-DV-10.01,FIX-DV-11.01,FIX-DV-12.01,FIX-DV-13.01,FIX-DV-13.02,FIX-DV-14.01,FIX-DV-15.01,FIX-DV-15.02,FIX-DV-16.01,FIX-DV-16.02,FIX-DV-17.01,FIX-DV-18.01,FIX-DV-19.01,FIX-DV-19.02,FIX-DV-19.03,FIX-DV-19.04,FIX-DV-19.05,FIX-DV-19.06,FIX-DV-19.07,FIX-DV-20.01,FIX-TG-01.01,FIX-TG-01.02,FIX-TG-02.01,FIX-TG-03.01,FIX-TG-03.02,FIX-TG-04.01,FIX-TG-05.01,FIX-AS-01.01,FIX-AS-01.02,FIX-AS-02.01,FIX-AS-03.01,FIX-AS-03.02,FIX-AS-04.01,FIX-AS-05.01,FIX-AS-06.01,FIX-AS-07.01,FIX-AS-08.01,FIX-AS-08.02,FIX-AS-09.01,FIX-AS-09.02,FIX-AS-10.01,FIX-AS-11.01,FIX-AS-11.02,FIX-AS-12.01,FIX-AS-13.01,FIX-AS-14.01,FIX-SY-01.01,FIX-SY-01.02,FIX-SY-02.01,FIX-SY-03.01,FIX-SY-03.02,FIX-SY-04.01,FIX-SY-04.02,FIX-SY-05.01,FIX-SY-06.01,FIX-SY-06.02,FIX-SY-07.01,FIX-SY-08.01,FIX-PF-01.01,FIX-PF-01.02,FIX-PF-01.03,FIX-PF-02.01,FIX-PF-02.02,FIX-PF-03.01,FIX-PF-03.02,FIX-PF-04.01,FIX-PF-04.02,FIX-PF-05.01,FIX-PF-05.02,FIX-PF-05.03,FIX-PF-06.01,FIX-PF-06.02,FIX-PF-06.03,FIX-PF-07.01,FIX-PF-07.02,FIX-PF-08.01,FIX-PF-08.02,FIX-PF-09.01,FIX-PF-09.02,FIX-PF-10.01,FIX-PF-10.02,FIX-VD-01.01,FIX-VD-01.02,FIX-VD-02.01,FIX-VD-02.02,FIX-VD-03.01,FIX-VD-03.02,FIX-VD-03.03,FIX-VD-04.01,FIX-VD-05.01,FIX-VD-05.02,FIX-VD-05.03,FIX-VD-06.01,FIX-VD-07.01,FIX-UP-01.01,FIX-UP-01.02,FIX-UP-01.03,FIX-UP-02.01,FIX-UP-03.01,FIX-UP-03.02,FIX-UP-04.01,FIX-UP-04.02,FIX-UP-05.01,FIX-UP-05.02,FIX-UP-05.03,FIX-UP-05.04,FIX-UP-06.01,FIX-UP-06.02,FIX-UP-07.01,FIX-UP-07.02,FIX-UP-07.03,FIX-UP-08.01,FIX-UP-08.02,FIX-UP-08.03,CTX-01.01,CTX-01.02,CTX-01.03,CTX-02.01,CTX-02.02,CTX-02.03,CTX-02.04,CTX-03.01,CTX-03.02,CTX-03.03,PXS-01.01,PXS-05.01,ADOPT-M-01.01,ADOPT-M-02.01,ADOPT-M-03.01,ADOPT-M-05.01,ADOPT-M-06.01,ADOPT-M-07.01,ADOPT-M-08.01,ADOPT-M-11.01,ADOPT-M-12.01,ADOPT-M-14.01,XD-01.01,XD-03.01,XD-05.01,XD-06.01,XD-09.01,XD-10.01,XD-11.01,XD-12.01"
